Name,Prefix,Date Joined,Date of Last Deposit,Date of Last Query,Reference Links Live
Columella,10.18380,,"Mar 18, 2016",unknown,-
COMESA - Leather and Leather Products Institute (COMESA/LLPI),10.15677,,"Mar 07, 2016",unknown,-
Comhar Teoranta,10.18669,,"Nov 19, 2015",unknown,-
Comissao Especial de Informatica na Educacao,10.5753,"May 20, 2011","Mar 04, 2016",unknown,-
Common Ground Publishing,10.18848,,"Apr 06, 2016",unknown,-
Commonwealth Forestry Association,10.1505,"Sep 01, 2003","Mar 09, 2016","May 12, 2016",Yes
Commonwealth Seretariat,10.14217,"Jul 08, 2013","Mar 11, 2016",unknown,-
Communications in Information Literacy,10.7548,"Apr 30, 2012",unknown,unknown,-
Communications in Inorganic Synthesis,10.21060,,"Apr 11, 2016",unknown,-
Community of Azerbaijanis Living in Georgia,10.15357,"May 07, 2014",unknown,unknown,-
Comparative Cognition Society,10.3819,"Feb 29, 2008","Apr 12, 2016",unknown,Yes
Comparative Politics,10.5129,"Mar 04, 2010","Mar 16, 2016",unknown,Yes
Comparative Politics,10.18611,,"Aug 26, 2015",unknown,-
Comparative Politics,10.5129,"Mar 04, 2010","Mar 16, 2016",unknown,Yes
Comparative Politics,10.18611,,"Aug 26, 2015",unknown,-
Compassos Coletivos,10.11125,"Nov 07, 2012",unknown,unknown,-
Competence Network Pediatric Oncology & Hematology,10.1591,"Mar 05, 2004",unknown,unknown,Yes
Complexo de Ensino Superior Meridional S.A.,10.18256,,"Apr 25, 2016",unknown,-
"Compuscript, Ltd.",10.15212,"Feb 24, 2014","May 12, 2016","Mar 03, 2014",-
Computational Hydraulics International,10.14796,"Jan 30, 2014","Feb 26, 2016",unknown,-
Computer Assisted Language Instruction Consortium CALICO,10.11139,"Feb 01, 2004","Feb 11, 2014",unknown,-
Computer Oriented Geology COGEO,10.5242,"Jun 03, 2010",unknown,unknown,-
Computing Centre of the Russian Academy of Sciences,10.21469,,"May 10, 2016",unknown,-
Confucianism Research Institute,10.18216,,unknown,unknown,-
Connexions . International Professional Communication Journal,10.21310,,unknown,unknown,-
Conselho Brasileiro do Oftalmologia,10.17545,,"Mar 24, 2016",unknown,-
Conselho Federal de Farmacia,10.14450,"Oct 31, 2013","Apr 04, 2016",unknown,-
Consello da Cultura Galega,10.17075,,"Apr 19, 2016",unknown,-
Considering Disability Journal,10.17774,,unknown,unknown,-
CONSINTER,10.19135,,"Jan 26, 2016",unknown,-
Consortia Academia Publishing,10.5861,"Aug 08, 2011","May 08, 2016",unknown,-
Consortium Erudit,10.7202,"Feb 08, 2012","May 11, 2016",unknown,Yes
Consortium for Policy Research in Education,10.12698,"Mar 12, 2013","Oct 26, 2015",unknown,-
Consortium of Multiple Sclerosis Centers,10.7224,"Feb 27, 2012","Apr 25, 2016",unknown,-
"Consortium of Universities for the Advancement of Hydrologic Science, Inc.",10.4211,"May 18, 2009","May 04, 2016","May 02, 2016",-
Constantine the Philosopher University in Nitra,10.17846,,"Jan 13, 2016",unknown,-
Consulting Company Ucom,10.17117,,"Apr 17, 2016",unknown,-
Contemporary Analysis and Applied Mathematics,10.18532,,"Sep 18, 2015",unknown,-
Contemporary Clinical Medicine,10.20969,,"Apr 10, 2016",unknown,-
Contemporary Film Research Institute,10.15751,,"Jan 15, 2016",unknown,-
Content Press and Scientific Publishing,10.14570,"Nov 26, 2013","Feb 24, 2014",unknown,-
Contracampo UFF,10.20505,,"Apr 28, 2016",unknown,-
Conversas Interdisciplinares,10.21133,,unknown,unknown,-
Coordenacao de Publicacoes da Editora do Instituto Federal de Brasilia,10.19123,,"Nov 25, 2015",unknown,-
COPD Foundation,10.15326,"Apr 03, 2014","Apr 25, 2016",unknown,-
Copernicus GmbH,10.5194,"Apr 19, 2010","May 12, 2016","Oct 05, 2015",-
Cordoba University Press,10.21071,,unknown,unknown,-
Cornell Lab of Ornithology,10.2173,"Jan 27, 2005",unknown,unknown,-
Cornell SEAP,10.5728,"Apr 27, 2011","May 11, 2016",unknown,-
Cornell University Press,10.7591,"Jun 04, 2012","Apr 06, 2016","Dec 21, 2015",Yes
Corporacion Universidad de la Costa - CUC,10.17981,,"Dec 16, 2015",unknown,-
Corporacion Universitaria Republicana,10.21017,,"Mar 22, 2016",unknown,-
Corporation for National Research Initiatives,10.1045,"Nov 30, 1999","Mar 14, 2016",unknown,-
Corvinus University of Budapest,10.14267,"Jan 28, 2014","Apr 01, 2016",unknown,-
Cosmos Scholars Publishing House,10.15379,"Apr 22, 2014","Apr 10, 2016",unknown,-
Council for British Archaeology,10.11141,"Nov 20, 2012","Apr 28, 2016",unknown,-
Council for Children with Behavioral Disorders,10.17988,,"Apr 04, 2016","Apr 04, 2016",-
Council on Social Work Education,10.5175,"Jul 01, 2000",unknown,"May 12, 2016",Yes
Council on Tall Building and Urban Habitat Korea,10.21022,,unknown,unknown,-
Council on Undergraduate Research,10.18833,,"Feb 26, 2016",unknown,-
"Coventry University, Lanchester Library",10.18552,,"Jan 11, 2016",unknown,-
CPI Journal,10.18733,,unknown,unknown,-
CRC Press,10.1201,"Jul 01, 2000","May 11, 2016","May 12, 2016",Yes
Creative Decisions Foundation,10.13033,"May 07, 2013","Apr 21, 2016",unknown,-
Creativity Science Research Institute,10.19117,,unknown,unknown,-
"CRESR, Sheffield Hallam University",10.3351,"Jun 28, 2007","Apr 20, 2016",unknown,Yes
CRIFPE,10.18162,,unknown,unknown,-
Crisis and Emergency Management:Theory and Praxis,10.14251,"Jul 29, 2013",unknown,unknown,-
Croatian Anthropological Society,10.5671,"May 31, 2011",unknown,unknown,-
Croatian Association of Civil Engineers,10.14256,"Aug 26, 2013","Mar 18, 2016",unknown,-
Croatian Chemical Society,10.5562,"Feb 03, 2011","May 09, 2016",unknown,-
Croatian Conservation Institute,10.17018,,"Oct 15, 2015",unknown,-
Croatian Dairy Journal,10.15567,"Jul 10, 2014","Jan 14, 2016",unknown,-
Croatian Entomological Society,10.17971,,unknown,unknown,-
Croatian Ethnological Society,10.15378,"May 06, 2014","Jan 11, 2016",unknown,-
Croatian Geological Survey,10.4154,"Mar 10, 2009","Mar 03, 2016",unknown,-
Croatian Interdisciplinary Society,10.7906,"Sep 10, 2012","Mar 20, 2016",unknown,-
Croatian Journal of Fisheries,10.14798,"Feb 03, 2014","Sep 10, 2015",unknown,-
Croatian Medical Association,10.13112,"Jul 15, 2013","Apr 27, 2016",unknown,-
Croatian Medical Journal,10.3325,"Jun 01, 2007","Jan 15, 2016",unknown,Yes
Croatian Natural History Museum,10.20302,,"Jan 28, 2016",unknown,-
Croatian Nurses Association,10.11608,"Dec 12, 2012","Apr 09, 2016",unknown,-
Croatian Operational Research Society,10.17535,,"May 08, 2015",unknown,-
Croatian Philosophical Society (Hrvatsko filozofsko drustvo),10.21464,,unknown,unknown,-
Croatian Society for Medical Biochemistry and Laboratory Medicine,10.11613,"Dec 13, 2012","Feb 10, 2016",unknown,-
Croatian Society of Art Historians,10.17685,,unknown,unknown,-
Croatian Society of Chemical Engineers/HDKI,10.15255,"Mar 24, 2014","Mar 23, 2016",unknown,-
Croatian Sociological Association,10.5613,"Apr 14, 2011","Feb 01, 2016",unknown,-
Crop Breeding and Applied Biotechnology,10.13082,"May 21, 2013","Feb 27, 2014",unknown,-
Crop Science Society of America,10.2135,"Oct 14, 2004","May 06, 2016",unknown,-
Crop Science Society of Japan,10.1626,"Jun 02, 2004","Apr 18, 2016",unknown,Yes
CrossRef,10.88888,,unknown,"Mar 18, 2016",-
CrossRef Prefix,10.13003,"Sep 10, 2008",unknown,unknown,-
CrossRef Prefix (FundRef),10.13039,,"Mar 15, 2016","Mar 18, 2016",-
CrossRef test prefix,10.50505,"Sep 10, 2008","Jan 29, 2016","Mar 18, 2016",-
Cryogenic Association of Japan,10.2221,"May 16, 2005","Apr 20, 2016",unknown,Yes
CSIRO Publishing,10.1071,"Nov 01, 2000","May 11, 2016",unknown,Yes
CSRI Elektropribor,10.17285,,"Oct 30, 2015",unknown,-
CSSE,10.17775,"Jul 01, 2000","Mar 29, 2016","Apr 26, 2016",-
CSTUG,10.5300,"Jul 13, 2010","Feb 20, 2016",unknown,Yes
CSurgeries,10.17797,,"Apr 21, 2016",unknown,-
Cukurova Arastirmalari Dergisi,10.18560,,"Feb 13, 2016",unknown,-
Cukurova Medical Journal,10.17826,,"Mar 23, 2016",unknown,-
Cukurova University Faculty of Education,10.14812,"Feb 14, 2014","May 28, 2015",unknown,-
Culinary Society of Korea,10.20878,,"Feb 03, 2016",unknown,-
Cultural Contents and Technology Research Institute,10.15400,"Apr 28, 2014","Sep 22, 2015",unknown,-
Cumhuriyet Medical Journal,10.7197,"Feb 27, 2012","Jan 10, 2016",unknown,-
Cumhuriyet Universitesi Ilahiyat Fakultesi Dergisi,10.18505,,"May 10, 2016",unknown,-
Cumhuriyet University Faculty of Dentistry,10.7126,"Dec 22, 2011","Mar 16, 2015",unknown,-
Cumhuriyet University Sciences Journal,10.17776,,"Jan 20, 2016",unknown,-
"Cureus, Inc.",10.7759,"Jul 05, 2012","May 10, 2016",unknown,-
Current Agriculture Science and Technology (CAST),10.18539,,"Aug 17, 2015",unknown,-
Current Approaches in Psychiatry,10.18863,,"Jan 24, 2016",unknown,-
Current Biodata,10.2970,"Sep 08, 2006",unknown,unknown,-
Current Research on Agriculture and Life Science,10.14518,"Nov 20, 2013","Feb 23, 2016",unknown,-
Current Science Association,10.18520,,"May 05, 2016",unknown,-
Czech Academy of Agricultural Sciences,10.17221,,"May 10, 2016",unknown,-
Czech Geological Society,10.3190,"Mar 29, 2007","Mar 19, 2016","Mar 15, 2016",Yes
Czech Geological Survey,10.3140,"Jan 04, 2007","Mar 19, 2016","Sep 30, 2015",-
Czech Society for Systems Integration,10.20470,,"May 10, 2016",unknown,-
Czech Technical University in Prague - Central Library,10.14311,"Sep 16, 2013","May 10, 2016",unknown,-
Czech University of Life Sciences Prague,10.7160,"Mar 19, 2012","May 08, 2016",unknown,-
Czestochowa University of Technology,10.17512,,"Dec 21, 2015",unknown,-
Daaam International,10.2507,"Mar 02, 2006","Mar 08, 2016",unknown,Yes
Daedalus Enterprises,10.4187,"Apr 23, 2009","May 11, 2016",unknown,Yes
Daedong Institute for Korean Studies,10.18219,,"Mar 30, 2016",unknown,-
Daegu Historical Association,10.17751,,"Mar 09, 2015",unknown,-
Daegu University Research Institute of the Korea Special Education,10.19049,,"Feb 25, 2016",unknown,-
"Dahlitz Media Pty, Ltd.",10.12744,"Feb 20, 2013","Sep 06, 2015",unknown,-
Dalhousie Journal of Interdisciplinary Management,10.5931,"Oct 24, 2011","May 10, 2015",unknown,-
Dalhousie Libraries,10.15273,"Apr 03, 2014","Apr 29, 2016",unknown,-
Damar Cerrahi Dergisi - Turkish Journal of Vascular Surgery,10.9739,"Sep 24, 2012","May 05, 2016",unknown,-
Dancecult: Journal of Electronic Dance Music Culture,10.12801,"Mar 18, 2013","Nov 24, 2015",unknown,-
Danish Chemical Society,10.3891,"May 20, 2008",unknown,unknown,-
Dankook Center for Dispute Resolution,10.16958,,"May 02, 2016",unknown,-
Darswin Publishing House,10.17149,,unknown,unknown,-
Dartmouth College Library Press,10.1349,"Feb 01, 2003","May 09, 2016",unknown,Yes
Data Trace Publishing Company,10.3113,"Nov 21, 2006","May 05, 2016",unknown,Yes
David Publishing Company,10.17265,,"Mar 31, 2016",unknown,-
De Gruyter Open Sp. z o.o.,10.2478,"Oct 01, 2003","May 06, 2016","Apr 29, 2015",Yes
De Montfort University,10.3943,"Jul 09, 2008",unknown,unknown,-
Deadong Philosophical Association,10.20539,,unknown,unknown,-
Deagu Gyeongbuk Society of Physical Education,10.21536,,unknown,unknown,-
Deakin University,10.21153,,"May 03, 2016",unknown,-
"Decker, Inc.",10.2310,"Aug 01, 2005","May 11, 2016","Sep 14, 2015",-
Defence Counsel Journal,10.12690,"Feb 21, 2013","Apr 20, 2016",unknown,-
Defence Scientific Information and Documentation Centre,10.14429,"Oct 22, 2013","May 06, 2016",unknown,-
Deleted,none,,unknown,unknown,-
Delinat Instsitute,10.12708,"Feb 06, 2013",unknown,unknown,-
Democratic Legal Studies Association,10.15756,,"Dec 02, 2015",unknown,-
Demos Medical Publishing,10.5003,"Nov 03, 2009",unknown,unknown,-
Dental Hypotheses,10.5436,"Nov 01, 2010",unknown,unknown,-
Dental Press International,10.14436,"Oct 30, 2013","May 03, 2016","Aug 11, 2015",-
Dentaquest,10.5368,"Aug 25, 2010",unknown,unknown,-
Dentmedpub Research and Printing,10.20475,,unknown,unknown,-
Deomed Publishing,10.2399,"Feb 05, 2013","Apr 28, 2016",unknown,-
Departamento de Educacao da Universidade Estadual Paulista â UNESP,10.18675,,"May 02, 2016",unknown,-
Departamento de Educacao FCT/Unesp,10.14572,"Nov 27, 2013","Apr 26, 2016","Feb 04, 2014",-
Departamento de Empreendedorismo e Gestao da UFF,10.12712,,"Apr 08, 2016",unknown,-
Department of Anatomy Keio University School of Medicine,10.2535,"Jun 13, 2006","Dec 04, 2015",unknown,Yes
Department of Biology,10.7593,"May 18, 2012",unknown,unknown,-
"Department of Biomedical Imaging, University of Malaya",10.2349,"Oct 25, 2005",unknown,unknown,Yes
"Department of Drama, Dance and Music, Semarang State Universtiy",10.15294,"Mar 25, 2014","May 02, 2016",unknown,-
"Department of Food Science and Technology, Bogor Agricultural University",10.6066,"Dec 06, 2011","May 10, 2016","Mar 06, 2014",-
Department of Forest Managment,10.7226,"Mar 01, 2012","Mar 01, 2016",unknown,-
"Department of Geophysics, Faculty of Science, University of Zagreb",10.15233,"Mar 10, 2014","Apr 15, 2016",unknown,-
Department of International Relations,10.11590,"Dec 05, 2012","Dec 26, 2015",unknown,-
"Department of Mathematics, Faculty of Science",10.5036,"Dec 14, 2009","Sep 27, 2015",unknown,Yes
"Department of Mathematics, Hokkaido University",10.14492,"Nov 14, 2013","Feb 20, 2014",unknown,-
"Department of Mathematics, Kyungpook National University",10.5666,"Mar 28, 2011","Feb 15, 2016",unknown,Yes
Department of Mechanical and Biosystem Engineering IPB,10.19028,,"Feb 14, 2016",unknown,-
Department of Nursing University of Michigan-Flint,10.9730,"Sep 12, 2012","Nov 12, 2015",unknown,-
"Department of Physics, Universitas Negeri Jakarta",10.21009,,unknown,unknown,-
"Department of Polymer Engineering Budapest University of Technology & Economics), Scientific Society of Mechanical Engineerin",10.3144,"Jan 08, 2007","May 01, 2016",unknown,Yes
Department of Qur'an and Hadith Studies,10.11136,"Nov 20, 2012","Nov 11, 2013",unknown,-
"Department of Sport Management , University of Peloponnese",10.4127,"Feb 10, 2009","Nov 03, 2015",unknown,-
Departmento de Publicaciones del CSIC,10.3989,"Aug 05, 2008","May 11, 2016",unknown,Yes
Departmento Expresion Grafica y Cartografia,10.11140,"Nov 20, 2012",unknown,unknown,-
Dergi Karadeniz,10.17498,,"Mar 19, 2016",unknown,-
Derim,10.16882,,"Dec 28, 2015",unknown,-
Derm101.com,10.5826,"Jul 18, 2011","Feb 22, 2016",unknown,-
"Desafio Singular, Lda",10.6063,"Dec 06, 2011","Apr 21, 2016",unknown,-
Desalination Publications,10.5004,"Jul 01, 2000",unknown,"May 12, 2016",Yes
"Design Institute, Inje University",10.21195,,"Apr 13, 2016",unknown,-
DEStech Publications,10.12783,"Feb 25, 2013","Mar 31, 2016",unknown,-
Deu Muhendislik Fakultesi Fen ve Muhendislik,10.21205,,"May 07, 2016",unknown,-
Deutsche Zeitschrift Fur Sportmedizin/German Journal of Sports Medicine,10.5960,"Nov 07, 2011","Nov 18, 2015",unknown,-
Deutscher Industrieverlag GmbH,10.17560,,"Feb 17, 2016",unknown,-
Developing Country Think Institute Ltd,10.18319,,"Apr 14, 2016",unknown,-
Diacronia,10.17684,,"Mar 30, 2016",unknown,-
"Diagnosis Engineering Technology, LLP, Japan",10.14270,"Aug 20, 2013","Oct 19, 2015",unknown,-
"Diagnosis Press, Ltd.",10.5504,"Dec 06, 2010",unknown,unknown,-
Diagrama Editorial,10.17974,,"Jun 19, 2015",unknown,-
Dialogue and Discourse,10.5087,"Jan 20, 2010","Oct 15, 2015",unknown,-
diaNet,10.3383,"Sep 04, 2007","Jan 14, 2016",unknown,Yes
Diapedia,10.14496,"Nov 19, 2013","Apr 18, 2016",unknown,-
Dicle Medical Journal/Dicle Tip Dergisi,10.5798,"Jun 27, 2011","Jan 08, 2016",unknown,-
Dicle Universitesi Sosyal Bilimler Enstitusu Dergisi,10.15182,"Feb 10, 2014",unknown,unknown,-
Dicle Universitesi Ziya Gokalp Egitim Fakultesi Dergisi,10.14582,"Dec 03, 2013","Apr 27, 2016",unknown,-
Dietitians of Canada,10.3148,"Jan 19, 2007","Feb 26, 2016","Jul 27, 2015",Yes
Digital Contents Society,10.9728,"Sep 11, 2012","Jan 17, 2016",unknown,-
Digital Information Research Foundation,10.6025,"Nov 28, 2011",unknown,unknown,-
Digital Journal of Opthamology,10.5693,"Jun 30, 2011","Jan 16, 2014",unknown,-
Digital Preservation Coalition,10.7207,"Feb 15, 2012","Dec 14, 2015",unknown,-
Digital Science Press,10.3834,"Mar 17, 2008","Dec 31, 2013",unknown,-
Dimenziok: matematikai kozlemenyek,10.20312,,"Jan 12, 2016",unknown,-
Din Bilimleri Dergisi,10.20458,,unknown,unknown,-
Dinamia'cet-IUL,10.7749,"Aug 22, 2012","Nov 16, 2015",unknown,-
"Dipartimento di Economia, Universita di Perugia (IT)",10.5202,"May 10, 2010","Jun 26, 2015",unknown,-
Diponegoro University,10.21456,,"Apr 18, 2016","Apr 14, 2016",-
"DiscoverSys, Inc.",10.15562,"Jun 18, 2014","Apr 30, 2016",unknown,-
Discrete Analysis,10.19086,,unknown,unknown,-
Disegno,10.21096,,unknown,unknown,-
Dissolution Technologies,10.14227,"Jul 23, 2013","Mar 02, 2016",unknown,-
Diva Enterprises Private Limited,10.5958,"Nov 16, 2011","May 10, 2016",unknown,-
Divan Edebiyati Arastirmalari Dergisi,10.15247,"Mar 10, 2014","Dec 12, 2015",unknown,-
Divan: Disiplinlerarasi Calismalar Dergisi,10.20519,,unknown,unknown,-
"Division de Ciencias Biologicas y de la Salud, UNISON",10.18633,,"Mar 31, 2016","Nov 07, 2015",-
Division of International Special Education and Services  - DISES,10.9782,"Nov 19, 2012","Apr 01, 2016",unknown,-
DJ Publications,10.18831,,"May 11, 2016",unknown,-
Djokosoetono Research Center,10.15742,,"May 01, 2015",unknown,-
Dnipropetrovsk National University of Railway Transport,10.15802,,"Dec 31, 2015",unknown,-
"Doctrina, Ltd.",10.18527,,"Mar 21, 2016",unknown,-
"Docuhut, Co., Ltd.",10.12972,"Apr 08, 2013","Mar 23, 2016","Jan 20, 2014",-
Dogal Afetler ve Cevre Dergisi,10.21324,,unknown,unknown,-
Dogu Cografya Dergisi,10.17295,,unknown,unknown,-
Dokuz Eylul Universitesi,10.18872,,"Feb 20, 2016",unknown,-
Dokuz Eylul Universitesi Tip Fakultesi Dergisi,10.18614,,"Sep 09, 2015",unknown,-
Dokuz Eylul University Graduate School of Socal Sciences,10.16953,,"Apr 28, 2016",unknown,-
Dokuz Eylul University Review of the Faculty of Divinity,10.21054,,unknown,unknown,-
Dong-Bang Korean Chines Language Society,10.17293,,"Sep 14, 2015",unknown,-
Dongguk University Institute of Japan Studies,10.21442,,"May 02, 2016","May 02, 2016",-
Dove Medical Press,10.2147,"Nov 16, 2004","May 12, 2016","Oct 05, 2015",Yes
Dr. Akhilesh Pandey's Laboratory,10.5002,"Oct 29, 2009",unknown,unknown,-
Dr. Vasantrao Pawar Medical College,10.15306,"Mar 31, 2014","Sep 10, 2015",unknown,-
Draw Science LLC,10.18516,,"Mar 23, 2016",unknown,-
"DrJ Publishers, Inc.",10.18802,,unknown,unknown,-
Drustvo psihologov Slovenije/Slovenian Psychologists' Association,10.20419,,"Mar 24, 2016",unknown,-
Duke University Press,10.1215,"Mar 01, 2002","May 11, 2016","Oct 05, 2015",Yes
Dulwich Centre Publicaitons,10.4320,"Sep 28, 2009",unknown,unknown,Yes
